	Desc	Paliwo	Stan	Rok	Przebieg	Cena
0	BMW SERIA 5 Automat Salon PL FV23% 1WŁ Pakiet Serwisowy do 07.2021 Navi Bi-xenon	diesel	bezwypadkowy	2016.0	85000.0	94900.0
13	BMW X3	diesel	sprawny	2008.0	166500.0	39500.0
15	BMW BMW0GT*Xenon*Navi*Automat*GWARANCJA	diesel	sprawny	2014.0	82643.0	125000.0
36	BMW SERIA 1 , Klimatronic, Tempomat, Parktronic,ALU	diesel	bezwypadkowy	2006.0	169222.0	23500.0
37	BMW SERIA 3 , Automat, Navi, Klimatronic, Tempomat	diesel	bezwypadkowy	2005.0	254087.0	25000.0
38	BMW SERIA 3 , Navi, Klimatronic, Tempomat, Parktronic	benzyna	bezwypadkowy	2009.0	97428.0	35000.0
39	BMW SERIA 3 , 1. Właściciel, Automat, Xenon, Klimatronic, Tempomat,	benzyna	bezwypadkowy	2006.0	153340.0	26500.0
40	BMW SERIA 1 , Salon Polska, Automat, Navi, Klimatronic, Tempomat,	benzyna	bezwypadkowy	2015.0	67659.0	83000.0
41	BMW SERIA 1 , Xenon, Klimatronic, Parktronic, Podgrzewane siedzienia,ALU	diesel	bezwypadkowy	2007.0	171025.0	22000.0
42	BMW SERIA 1 , 1. Właściciel, Klima, Parktronic, Podgrzewane siedzienia,	benzyna	bezwypadkowy	2008.0	140791.0	25000.0
43	BMW SERIA 3 IV (E46) 1. Właściciel, VAT 23%, Navi, Klima, Podgrzewane siedzienia,	benzyna	bezwypadkowy	2001.0	217635.0	11000.0
44	BMW SERIA 5 , 1. Właściciel, Serwis ASO, 181 KM, Klimatronic, Tempomat,	diesel	bezwypadkowy	2011.0	194914.0	50000.0
45	BMW SERIA 3 , Salon Polska, Serwis ASO, Automat, Xenon, Bi-Xenon,	benzyna	bezwypadkowy	2008.0	86427.0	38000.0
46	BMW SERIA 1 , 1. Właściciel, Serwis ASO, Automat, VAT 23%, Skóra, Navi,	diesel	bezwypadkowy	2017.0	9.0	115000.0
47	BMW SERIA 1 , 1. Właściciel, Serwis ASO, Navi, Xenon, Bi-Xenon,	diesel	bezwypadkowy	2013.0	145345.0	40000.0
48	BMW X3 I (E83) , 1. Właściciel, Automat, Skóra, Navi, Klimatronic, Tempomat,	diesel	bezwypadkowy	2007.0	177386.0	34000.0
49	BMW SERIA 1 , Salon Polska, Serwis ASO, Xenon, Bi-Xenon, Klima,	benzyna	bezwypadkowy	2012.0	81210.0	45700.0
50	BMW X3 II (F25) , Serwis ASO, 181 KM, Skóra, Navi, Xenon, Bi-Xenon,	diesel	bezwypadkowy	2011.0	143193.0	65000.0
51	BMW SERIA 1 M-pakiet*automat*gwarancja	diesel	sprawny	2017.0	16300.0	69900.0
52	BMW SERIA 5 3.0d LIFT Śliczny, Stan Jak Nowy!	diesel	bezwypadkowy	2008.0	215000.0	36900.0
53	BMW X3 I (E83) 3.0i Benzyna Full Opcja! Super Stan !!!	benzyna	bezwypadkowy	2006.0	175000.0	36900.0
54	BMW SERIA 5 3.0d LIFT Śliczny, Stan Jak Nowy!	diesel	bezwypadkowy	2009.0	215000.0	41900.0
55	BMW X3 I (E83) 3.0d 4x4 LIFT Śliczny, Stan Jak Nowy!	diesel	bezwypadkowy	2007.0	240000.0	37900.0
56	BMW X3 I (E83) 3.0d 4x4 Śliczny, SALONOWY! Stan Jak Nowy!	diesel	bezwypadkowy	2005.0	190000.0	32900.0
57	BMW SERIA 5 Lift*Sport*Skóry*BiXenon*Led*Navi*Alu*Pdc*FVat23%	diesel	bezwypadkowy	2014.0	183000.0	69800.0
58	BMW SERIA 3 318 Bezwypadek-Gwarancja-LIFT-FULL LED-Org km-Serwis-VAT 23%- 1 właś	diesel	bezwypadkowy	2016.0	177000.0	58671.0
59	BMW SERIA 5 520 bezwypadkowy-1wlasciciel-serwisowany-jak nowa-gwarancja	diesel	bezwypadkowy	2014.0	260000.0	59700.0
60	BMW SERIA 3 320 d - SPORT - Xdrive - SKÓRA - ASO BMW - automat !!!	diesel	sprawny	2013.0	156084.0	67900.0
61	BMW X4 I [F26] xDrive28i 245KM Automat Kamera Bi-xenon Skóra El Klapa SalonPL FV23%	benzyna	bezwypadkowy	2015.0	207000.0	109900.0
62	BMW X1 I (E84) Salon PL FV23% Pakiet Serwisowy Bi-xenon Automat 1WŁ Gwarancja	diesel	bezwypadkowy	2015.0	81000.0	74900.0
63	BMW SERIA 5 Luxury Line Automat 190KM Salon PL FV23% Navi Bi-xenon Gwarancja	diesel	bezwypadkowy	2015.0	194000.0	87900.0
92	BMW SERIA 7 BMW 750	benzyna	sprawny	2006.0	226000.0	23900.0
119	BMW SERIA 5	diesel	sprawny	2005.0	288000.0	13800.0
122	BMW	diesel	sprawny	2006.0	223347.0	16990.0
123	BMW SERIA 5 BMW E60 ANGLIK	benzyna	bezwypadkowy	2004.0	220000.0	10000.0
124	BMW SERIA 3 BMW Seria 3 E91	diesel	bezwypadkowy	2006.0	268000.0	19900.0
127	BMW X2	diesel	bezwypadkowy	2018.0	5900.0	149900.0
129	BMW i3 I	nap	bezwypadkowy	2018.0	9814.0	159900.0
130	BMW X2 BMW X2 xDrive25d |Oferta specjalna ważna do 23.03.2019 |	diesel	bezwypadkowy	2018.0	8550.0	180900.0
131	BMW SERIA 1 BMW 120i 5 drzwiowe | Sport Line | LED |	benzyna	sprawny	2018.0	12400.0	119900.0
132	BMW i3 I BMW i3 94Ah | Asystent parkowania | Regulator prędkości |	nap	sprawny	2018.0	9800.0	155900.0
133	BMW SERIA 2	technologia	sprawny	2018.0	10000.0	163300.0
134	BMW SERIA 3	benzyna	bezwypadkowy	2018.0	5.0	165900.0
135	BMW SERIA 5 BMW 520D 211 KM, Automat, Navi, Gwarancja!!	diesel	sprawny	2011.0	242319.0	52900.0
136	BMW SERIA 1 BMW 120i 150KM niski przebieg, zadbana	benzyna	bezwypadkowy	2004.0	174250.0	19999.0
137	BMW SERIA 5 BMW 520d aut FV 23%, Gwarancja!!	diesel	sprawny	2015.0	53056.0	117957.0
138	BMW X1 I (E84) BMW X1 xDrive20i FV 23%, Gwarancja!!!	benzyna	sprawny	2015.0	133016.0	85239.0
152	BMW SERIA 5 BMW e60 520d	diesel	sprawny	2008.0	200300.0	27500.0
184	BMW SERIA 1 116 Klimatronik + Skóra + Parktronik + 100% Serwis BMW !!!	diesel	bezwypadkowy	2011.0	136600.0	29888.0
186	BMW SERIA 3 320	diesel	uszkodzony	2015.0	50726.0	42900.0
187	BMW SERIA 5 530d	diesel	sprawny	2004.0	298800.0	28900.0
188	BMW SERIA 5 530	diesel	bezwypadkowy	2013.0	159000.0	119900.0
189	BMW SERIA 3 318d	diesel	bezwypadkowy	2009.0	226000.0	23800.0
190	BMW SERIA 3	diesel	bezwypadkowy	2007.0	299000.0	22900.0
191	BMW SERIA 3 318d	diesel	sprawny	2006.0	243000.0	16800.0
192	BMW SERIA 1 Sprzedam BMW 1 1,6	benzyna	bezwypadkowy	2005.0	85462.0	18000.0
193	BMW SERIA 5 523 BMW 523 * Anglik *	benzyna	sprawny	2007.0	164933.0	16999.0
194	BMW SERIA 3 BMW 320 E90	diesel	sprawny	2010.0	249100.0	26900.0
196	BMW 116i	benzyna	bezwypadkowy	2009.0	190000.0	23500.0
197	BMW SERIA 5 G30 (2017-)	benzyna	bezwypadkowy	2018.0	12650.0	309900.0
198	BMW X1 F48 F48 2015	diesel	bezwypadkowy	2018.0	10000.0	182900.0
199	BMW SERIA 3 F30 2012	benzyna	bezwypadkowy	2017.0	20385.0	99900.0
200	BMW X1 F48 F48 2015	diesel	bezwypadkowy	2018.0	5.0	155900.0
201	BMW X1 F48 F48 2015	diesel	bezwypadkowy	2018.0	5.0	174900.0
202	BMW X2 BMW X2 xDrive20d | Oferta specjalna ważna do 23.03.2019 |	diesel	bezwypadkowy	2018.0	7900.0	170900.0
204	BMW X5 III (F15)	benzyna	bezwypadkowy	2018.0	5.0	519000.0
205	BMW SERIA 1 116i automat	benzyna	sprawny	2008.0	128000.0	22900.0
206	BMW SERIA 3 IV (E46)	benzyna	bezwypadkowy	2003.0	180000.0	12800.0
207	BMW SERIA 1 - VIP GWARANCJA!	diesel	sprawny	2007.0	215000.0	21500.0
208	BMW SERIA 1 120 2,0i	benzyna	sprawny	2006.0	217000.0	19800.0
209	BMW SERIA 5 IV (E39)	benzyna	bezwypadkowy	1998.0	169000.0	14900.0
211	BMW faktura Vat , stan idealny .	benzyna	bezwypadkowy	2016.0	13400.0	166850.0
212	BMW X3 I (E83) BMW X3 2.0d 177km 2008r. 4x4	diesel	bezwypadkowy	2008.0	207000.0	32900.0
213	BMW SERIA 3 IV (E46) BMW e46 320d 150KM	diesel	bezwypadkowy	2004.0	382000.0	7000.0
214	BMW X5 III (F15) BMW X5 2.5d 218KM XDRIVE 4X4	diesel	bezwypadkowy	2016.0	77000.0	159000.0
215	BMW BMW 220D xDrive, Automat, FV 23%, Gwarancja!!	diesel	bezwypadkowy	2015.0	77718.0	107256.0
216	BMW SERIA 3 BMW 2006 320d E91 163KM	diesel	bezwypadkowy	2006.0	231000.0	19400.0
217	BMW SERIA 3 BMW 318i 143 KM Navi Professional LIFT	benzyna	bezwypadkowy	2009.0	216000.0	33500.0
218	BMW X3 II (F25) Bmw X3 sDrive18d Advantage aut	diesel	sprawny	2017.0	23208.0	136038.0
219	BMW SERIA 5 520 BMW F10 520i Niski przebieg Idealna	benzyna	sprawny	2013.0	72638.0	102090.0
220	BMW SERIA 3 320d	diesel	sprawny	2009.0	72076.0	26900.0
221	BMW 306kM X-drive	benzyna	sprawny	2014.0	20000.0	119000.0
222	BMW M3 III (E46)	benzyna	bezwypadkowy	2006.0	189583.0	19900.0
224	BMW X5 III (F15)	benzyna	sprawny	2014.0	15700.0	142000.0
225	BMW SERIA 3 318d	diesel	sprawny	2007.0	223000.0	21400.0
226	BMW SERIA 3 xDrive	diesel	sprawny	2014.0	163183.0	67900.0
227	BMW SERIA 1 118	benzyna	sprawny	2008.0	87000.0	27500.0
228	BMW SERIA 5	diesel	sprawny	2008.0	206000.0	32500.0
229	BMW SERIA 5	diesel	sprawny	2005.0	283000.0	17500.0
230	BMW SERIA 7 730i	benzyna	sprawny	2002.0	174347.0	24900.0
231	BMW SERIA 1 118d	diesel	bezwypadkowy	2008.0	98000.0	28900.0
232	BMW X1 I (E84)	diesel	sprawny	2014.0	50000.0	75900.0
233	BMW SERIA 3 320d	diesel	sprawny	2007.0	276000.0	19900.0
234	BMW SERIA 5 528i	benzyna	sprawny	2014.0	70500.0	88500.0
238	BMW SERIA 3	benzyna	bezwypadkowy	2008.0	133856.0	26500.0
241	BMW SERIA 5 G30 (2017-)	benzyna	bezwypadkowy	2018.0	24700.0	224900.0
242	BMW SERIA 3 F30 2012	benzyna	bezwypadkowy	2017.0	37850.0	99900.0
243	BMW SERIA 1 F20 2011	diesel	bezwypadkowy	2018.0	9200.0	124900.0
244	BMW SERIA 4 I (F32)	benzyna	bezwypadkowy	2019.0	5.0	293000.0
245	BMW SERIA 5 F10 2009	diesel	bezwypadkowy	2015.0	65300.0	139900.0
247	BMW X5 III (F15) BMW X5 xDrive25d | Elektryczna regulacja foteli z pamięcią |	diesel	sprawny	2016.0	104300.0	189999.0
248	BMW SERIA 1 BMW 118i 5-drzwiowy | LED | Model M Sport |	benzyna	bezwypadkowy	2017.0	29950.0	99999.0
249	BMW SERIA 1 BMW 118i 5-drzwiowy | LED | Model M Sport |	benzyna	bezwypadkowy	2017.0	29650.0	99999.0
251	BMW X3 II (F25) G01 2017	diesel	bezwypadkowy	2018.0	5.0	225900.0
252	BMW X6 I (E71) F16 2014	diesel	bezwypadkowy	2015.0	108950.0	259900.0
253	BMW X3 II (F25) BMW, X3 sDrive18d Advantage aut	diesel	sprawny	2017.0	44995.0	93726.0
254	BMW SERIA 5 IV (E39) SPRZEDAM BMW 535i	benzyna	bezwypadkowy	1998.0	303100.0	10500.0
256	BMW X5 III (F15) Do sprzedania BMW X5 25d xDrive	diesel	bezwypadkowy	2016.0	32500.0	198500.0
257	BMW X3 II (F25) BMW, X3 sDrive18d Advantage aut	diesel	sprawny	2017.0	18472.0	115620.0
258	BMW SERIA 5 IV (E39) Sprzedam BMW E39	benzyna	bezwypadkowy	2000.0	219000.0	8500.0
259	BMW SERIA 1 , Klima, Parktronic	benzyna	bezwypadkowy	2006.0	136560.0	19500.0
260	BMW SERIA 3 IV (E46)	benzyna	sprawny	2002.0	201000.0	4999.0
262	BMW SERIA 3 IV (E46)	benzyna	bezwypadkowy	2003.0	189000.0	7900.0
264	BMW SERIA 1 116 Bmw e 87 5 Drzwi Czarne w 100% Bezwypadkowy i sprawny!!	benzyna	bezwypadkowy	2010.0	168000.0	22999.0
266	BMW Kabiolet | benzyna	benzyna	bezwypadkowy	2014.0	103676.0	128889.0
268	BMW SERIA 1 116	benzyna	bezwypadkowy	2007.0	200000.0	21900.0
272	BMW X1 I (E84) xDrive20d	diesel	bezwypadkowy	2011.0	139000.0	54900.0
273	BMW X1 I (E84) xDrive18d	diesel	bezwypadkowy	2010.0	143500.0	44600.0
274	BMW X5 I (E53) 3.0	diesel	bezwypadkowy	2002.0	252000.0	249000.0
275	BMW X3 I (E83) 2.0d	diesel	bezwypadkowy	2006.0	230000.0	25500.0
276	BMW SERIA 5 520D TOURING	diesel	sprawny	2008.0	237000.0	25500.0
277	BMW i8 I Faktura marża	technologia	sprawny	2015.0	9000.0	355000.0
278	BMW SERIA 3 IV (E46) bmw 324i 2001	benzyna	sprawny	2001.0	240000.0	11000.0
279	BMW BMW 220d Torurer 2.0d 150D! Najwyższa Wersja!!	diesel	sprawny	2015.0	185100.0	61900.0
280	BMW SERIA 3 320	diesel	bezwypadkowy	2006.0	176000.0	22400.0
281	BMW SERIA 5 525d	diesel	bezwypadkowy	2012.0	172000.0	63800.0
283	BMW Kabiolet | benzyna	benzyna	bezwypadkowy	2014.0	103676.0	128889.0
285	BMW SERIA 1 116	benzyna	bezwypadkowy	2007.0	200000.0	21900.0
286	BMW SERIA 1 118d	diesel	sprawny	2006.0	210000.0	19900.0
287	BMW X3 I (E83)	diesel	bezwypadkowy	2005.0	132500.0	29850.0
288	BMW M4 Auto Punkt	benzyna	uszkodzony	2016.0	2753.0	138810.0
289	BMW SERIA 3 *Gwarancja*	benzyna	sprawny	2016.0	53000.0	75900.0
291	BMW SERIA 3 320	diesel	sprawny	2012.0	207800.0	58000.0
293	BMW Z4 II (E89)	benzyna	bezwypadkowy	2011.0	68300.0	119900.0
294	BMW SERIA 3	diesel	sprawny	2012.0	116145.0	67500.0
295	BMW X3 I (E83)	diesel	sprawny	2008.0	219000.0	33900.0
296	BMW SERIA 1 Steptronic	diesel	sprawny	2015.0	83500.0	72711.0
297	BMW SERIA 5	diesel	uszkodzony	2007.0	227000.0	12990.0
299	BMW SERIA 5 525d	diesel	bezwypadkowy	2004.0	228234.0	22700.0
300	BMW SERIA 5 525d	diesel	sprawny	2006.0	250000.0	22000.0
304	BMW SERIA 1 , Klima, Parktronic,ALU	benzyna	bezwypadkowy	2008.0	141295.0	23000.0
305	BMW X3 II (F25) @@@ X-DRIVE @@@@@@@@@@@@@@@@@@@@	diesel	sprawny	2010.0	212000.0	59900.0
306	BMW SERIA 5 G30 (2017-)	benzyna	bezwypadkowy	2018.0	25120.0	229900.0
307	BMW SERIA 5 G30 (2017-)	benzyna	bezwypadkowy	2018.0	24600.0	224900.0
308	BMW X1 F48 F48 2015	diesel	bezwypadkowy	2018.0	5.0	168000.0
309	BMW X1 F48 F48 2015	diesel	bezwypadkowy	2018.0	5.0	169900.0
310	BMW SERIA 1 BMW 120i 5 drzwiowe | Edition Sport Line Shadow | LED |	benzyna	sprawny	2018.0	18200.0	119900.0
311	BMW SERIA 5 BMW 520i Touring | Oferta specjalna ważna do 23.03.2019! |	benzyna	sprawny	2018.0	6900.0	179900.0
312	BMW BMW M2 Competition | gwarancja do XII 2022 | Harman Kardon | Fotele	benzyna	bezwypadkowy	2018.0	5600.0	279900.0
313	BMW SERIA 1 BMW 118i 5-drzwiowy | LED | Model M Sport |	benzyna	bezwypadkowy	2017.0	35400.0	99999.0
314	BMW SERIA 5 BMW 520d xDrive Limuzyna | Sport Line | Dostęp komfortowy |	diesel	bezwypadkowy	2017.0	32600.0	199900.0
315	BMW SERIA 3 318 2,0d	diesel	sprawny	2005.0	246000.0	19800.0
316	BMW SERIA 5 535d Lift	diesel	sprawny	2007.0	315000.0	28500.0
317	BMW SERIA 7 750 2012	benzyna	uszkodzony	2012.0	1380.0	105904.0
318	BMW Grand Coupe Auto Punkt	benzyna	uszkodzony	2015.0	15747.0	59382.0
319	BMW SERIA 5 M PAKIET	benzyna	bezwypadkowy	2005.0	201000.0	36900.0
320	BMW SERIA 5 IV (E39)	benzyna	sprawny	1997.0	229000.0	7199.0
321	BMW SERIA 4 Xdrive Bezwypadkowa	benzyna	bezwypadkowy	2015.0	44000.0	135000.0
322	BMW SERIA 1 F20 Business	diesel	uszkodzony	2012.0	147000.0	29900.0
323	BMW SERIA 1 118d xDrive	diesel	bezwypadkowy	2013.0	216223.0	39900.0
324	BMW SERIA 3 IV (E46)	diesel	sprawny	1999.0	259000.0	6999.0
325	BMW SERIA 5 M-pakiet	diesel	sprawny	2011.0	71000.0	89000.0
326	BMW SERIA 3 320 Benzyna	benzyna	sprawny	2014.0	77000.0	59900.0
327	BMW SERIA 3 IV (E46)	diesel	sprawny	2004.0	173800.0	7700.0
328	BMW SERIA 3 318 318D	diesel	sprawny	2010.0	201710.0	29999.0
329	BMW SERIA 3 SERIA 3	benzyna	uszkodzony	2007.0	168000.0	31900.0
330	BMW 235i Coupe M-Performance	benzyna	sprawny	2016.0	56500.0	174894.0
331	BMW X6 I (E71) BMW X6 xDrive 30d-258KM, 4X4, FV 23%, Gwarancja!!	diesel	bezwypadkowy	2016.0	64164.0	234561.0
332	BMW SERIA 5 BMW 530 xDrive Steptronic, Automat, FV 23%, Gwarancja!!	diesel	bezwypadkowy	2012.0	155717.0	100983.0
333	BMW BMW SERIA 2 Active Tourer Najbogatsza Wersja Duża Navi, Head-Up Opł	diesel	bezwypadkowy	2016.0	180000.0	56999.0
334	BMW SERIA 3 IV (E46) BMW Seria 3 316i 1.8 115KM Benzynka 1WŁ LIFT *BEZW	benzyna	bezwypadkowy	2003.0	199076.0	9990.0
335	BMW X6 I (E71) BMW X6 Diesel E71 xDrive 35d Step, FV 23%, Gwarancja!!	diesel	bezwypadkowy	2009.0	203655.0	75276.0
336	BMW SERIA 3 IV (E46) !OKAZJA!Bmw e46 318 ti Gaz Możliwa Zamiana	benzyna	sprawny	2003.0	220000.0	5900.0
337	BMW X5 II (E70) Polecam ! BMW X5 4,4 i o mocy 355 KM	benzyna	sprawny	2011.0	120000.0	59900.0
338	BMW X5 III (F15) BMW X5 xDrive25d | Kamera Surround View | Dostęp komfortowy |	diesel	bezwypadkowy	2014.0	97650.0	144999.0
339	BMW SERIA 3 318 X DRIVE + Salon PL + 1 WŁ + 100% Serwis BMW + Gwarancja BMW !!!	diesel	bezwypadkowy	2014.0	94400.0	85555.0
340	BMW X3 II (F25) G01 2017	diesel	bezwypadkowy	2018.0	10000.0	243300.0
341	BMW SERIA 3 IV (E46)	benzyna	bezwypadkowy	2000.0	244000.0	15900.0
342	BMW SERIA 3 318 *Gwarancja*	diesel	sprawny	2008.0	327000.0	14900.0
343	BMW X7 Spełniamy marzenia najtaniej!	diesel	bezwypadkowy	2019.0	10.0	330000.0
344	BMW SERIA 5 BMW 518d aut FV 23%, Gwarancja!!	diesel	sprawny	2016.0	18094.0	115374.0
345	BMW SERIA 5 BMW 520d xDrive FV 23%, Gwarancja!!	diesel	sprawny	2015.0	113615.0	101598.0
346	BMW SERIA 3 318 X DRIVE + Salon PL + 1 WŁ + 100% Serwis BMW + Gwarancja BMW !!!	diesel	bezwypadkowy	2014.0	94400.0	85555.0
347	BMW X5 III (F15) BMW X5 xDrive25d | Kamera Surround View | Dostęp komfortowy |	diesel	bezwypadkowy	2014.0	97650.0	144999.0
348	BMW X3 II (F25) G01 2017	diesel	bezwypadkowy	2018.0	10000.0	243300.0
349	BMW SERIA 3 IV (E46)	benzyna	bezwypadkowy	2000.0	244000.0	15900.0
350	BMW SERIA 3 318 *Gwarancja*	diesel	sprawny	2008.0	327000.0	14900.0
351	BMW X7 Spełniamy marzenia najtaniej!	diesel	bezwypadkowy	2019.0	10.0	330000.0
352	BMW SERIA 1 120 *Gwarancja*	diesel	sprawny	2007.0	199000.0	21900.0
353	BMW SERIA 3 , VAT 23%	diesel	bezwypadkowy	2007.0	250138.0	20000.0
354	BMW Z4 II (E89)	benzyna	bezwypadkowy	2011.0	68300.0	119900.0
355	BMW M4 380 KM	benzyna	sprawny	2015.0	57000.0	185000.0
356	BMW SERIA 3 320	diesel	sprawny	2005.0	170000.0	11500.0
357	BMW SERIA 5 530	diesel	bezwypadkowy	2007.0	225850.0	32500.0
358	BMW SERIA 3 320	diesel	sprawny	2009.0	100950.0	55800.0
359	BMW SERIA 1 116	benzyna	bezwypadkowy	2009.0	191522.0	22850.0
360	BMW X3 I (E83)	diesel	bezwypadkowy	2005.0	240000.0	26900.0
361	BMW X3 I (E83)	diesel	bezwypadkowy	2007.0	245000.0	28900.0
362	BMW SERIA 5 520	diesel	bezwypadkowy	2013.0	182500.0	79999.0
364	BMW SERIA 5 Serwisowana	diesel	bezwypadkowy	2004.0	290000.0	19900.0
366	BMW SERIA 5 Sprzedam BMW 5 E61 Full Opcja	diesel	bezwypadkowy	2005.0	293000.0	24500.0
367	BMW E39 528i	benzyna	sprawny	2000.0	270000.0	8200.0
370	BMW SERIA 3 IV (E46) 320	benzyna	bezwypadkowy	2004.0	183500.0	19999.0
371	BMW SERIA 5 IV (E39) 530	diesel	sprawny	2001.0	250000.0	18500.0
372	BMW SERIA 3 IV (E46) 320	benzyna	sprawny	2001.0	350000.0	8990.0
373	BMW SERIA 3 IV (E46) COUPE	benzyna	sprawny	1999.0	313335.0	12900.0
374	BMW SERIA 3 318 Klimatronic,serwisowany	benzyna	sprawny	2009.0	150000.0	32900.0
375	BMW SERIA 3 316d aut sedan 4DR	diesel	sprawny	2016.0	57903.0	87500.0
376	BMW X3 II (F25) Krajowa serwisowana, KR7J682	diesel	bezwypadkowy	2015.0	60895.0	122999.0
377	BMW SERIA 3 Krajowa serwisowana, KR1U978	diesel	bezwypadkowy	2016.0	28713.0	119999.0
378	BMW X3 II (F25) XDrive Auto Punkt	benzyna	uszkodzony	2015.0	6139.0	66947.0
379	BMW SERIA 3 335 XI Auto Punkt	benzyna	uszkodzony	2014.0	10806.0	56356.0
380	BMW SERIA 3 IV (E46) KLIMA	benzyna	sprawny	1999.0	248377.0	5800.0
381	BMW SERIA 3 Bezwypadkowa + panorama + automat	diesel	bezwypadkowy	2009.0	180670.0	27900.0
382	BMW SERIA 1 116 zadbany, technicznie idealny	diesel	bezwypadkowy	2010.0	174706.0	26900.0
383	BMW SERIA 1 116i*Lift*6 biegów*	benzyna	sprawny	2008.0	136500.0	23500.0
384	BMW SERIA 3 IV (E46) 2.0	diesel	bezwypadkowy	2003.0	320000.0	10900.0
385	BMW SERIA 3 320 VAT 23 %	benzyna	sprawny	2011.0	175000.0	58000.0
386	BMW X3 II (F25) 20d xDrive	diesel	bezwypadkowy	2012.0	200000.0	61000.0
387	BMW SERIA 5 IV (E39) 525	benzyna	bezwypadkowy	2002.0	261000.0	9900.0
388	BMW X6 I (E71) M-Pakiet	diesel	sprawny	2009.0	480000.0	56500.0
389	BMW SERIA 3 320 M pakiet	diesel	sprawny	2007.0	274000.0	26900.0
390	BMW SERIA 3 III (E36) 328i Cabriolet	benzyna	bezwypadkowy	1999.0	210000.0	24900.0
391	BMW SERIA 1 118d 2.0 Diesel Automat	diesel	sprawny	2011.0	189000.0	29900.0
392	BMW SERIA 1 116i Raty bez BIK!	benzyna	bezwypadkowy	2009.0	93000.0	26900.0
393	BMW SERIA 5 518d Sportline, Arakcyjne finansoanie	diesel	bezwypadkowy	2018.0	4.0	174900.0
394	BMW SERIA 3 Diesel * Automat * Ksenon * LED	diesel	bezwypadkowy	2013.0	192000.0	52900.0
395	BMW 520i ! Oryginalny lakier ! 100% bezwypadkowy ! Serwisowana !	benzyna	bezwypadkowy	2012.0	182000.0	69900.0
396	BMW SERIA 3 IV (E46) Benzyna 1,8	benzyna	sprawny	2001.0	166800.0	6250.0
397	BMW X3 I (E83) LIFT 3.0d Xdrive	diesel	bezwypadkowy	2008.0	186000.0	34900.0
398	BMW X6 I (E71) 35d xDrive	diesel	sprawny	2009.0	229000.0	71900.0
399	BMW X6 I (E71) E71 2008 2014	diesel	sprawny	2012.0	161000.0	124900.0
400	BMW X5 I (E53) Możliwa Gwarancja!	diesel	sprawny	2005.0	245368.0	27900.0
401	BMW SERIA 5 Spełniamy marzenia najtaniej!	diesel	bezwypadkowy	2019.0	10.0	179200.0
402	BMW SERIA 5 polecam ładna bmw z 2010r	diesel	sprawny	2010.0	279000.0	45000.0
403	BMW SERIA 3 320 BMW 320d coupe,lift	diesel	sprawny	2010.0	121000.0	44900.0
404	BMW F30 325D	diesel	bezwypadkowy	2014.0	134000.0	82200.0
405	BMW SERIA 5 520	diesel	sprawny	2011.0	124000.0	61900.0
406	BMW SERIA 5 530d	diesel	sprawny	2003.0	240000.0	20900.0
407	BMW SERIA 1	diesel	bezwypadkowy	2011.0	181636.0	25900.0
408	BMW SERIA 3 320i	benzyna	bezwypadkowy	2007.0	197000.0	42800.0
410	BMW SERIA 3 320	benzyna	bezwypadkowy	2009.0	239000.0	31900.0
411	BMW SERIA 3 320i	benzyna	bezwypadkowy	2005.0	230000.0	21900.0
412	BMW SERIA 3	diesel	bezwypadkowy	2010.0	228000.0	29900.0
413	BMW SERIA 1 118 automat, zadbany (10)	benzyna	sprawny	2015.0	39600.0	62000.0
414	BMW X2 BMW X2 xDrive20d | Model M Sport | Aktywny tempomat | head up |	diesel	sprawny	2018.0	11200.0	209900.0
415	BMW SERIA 1 BMW 118i 5-drzwiowy | LED | Model M Sport |	benzyna	bezwypadkowy	2017.0	42150.0	99999.0
416	BMW SERIA 5 BMW 520d xDrive Limuzyna | Sport Line | Dostęp komfortowy |	diesel	sprawny	2017.0	30990.0	199900.0
417	BMW X5 III (F15) BMW X5 xDrive25d | Pakie Sportowy M | Dostęp komfortowy |	diesel	sprawny	2018.0	12500.0	259900.0
418	BMW SERIA 1 BMW 118i 5-drzwiowy | LED | Model M Sport |	benzyna	bezwypadkowy	2017.0	36800.0	99999.0
419	BMW SERIA 1 BMW 118i 5-drzwiowy | LED | Model M Sport |	benzyna	bezwypadkowy	2017.0	31000.0	99999.0
420	BMW SERIA 1 BMW 120i 5 drzwiowe | Edition Sport Line Shadow | LED |	benzyna	sprawny	2018.0	17800.0	119900.0
421	BMW SERIA 3 BMW 318i Limousine | Edition M Sport Shadow | Reflektory LED |	benzyna	sprawny	2018.0	12200.0	149900.0
422	BMW SERIA 1 BMW 118i 5-drzwiowy | LED | Model M Sport |	benzyna	bezwypadkowy	2017.0	35100.0	99999.0
423	BMW SERIA 3 IV (E46) BMW e46 Touring 320d M47N 150KM	diesel	bezwypadkowy	2003.0	264000.0	9000.0
424	BMW X5 III (F15) F15 2013	diesel	bezwypadkowy	2017.0	35444.0	199900.0
425	BMW SERIA 5 525d xDrive	diesel	bezwypadkowy	2012.0	164200.0	72000.0
426	BMW X5 I (E53) 3.0d	diesel	sprawny	2005.0	248000.0	31800.0
428	BMW SERIA 1 I Właściciel	benzyna	sprawny	2010.0	143000.0	24500.0
429	BMW X5 III (F15) Diesel	diesel	sprawny	2015.0	49000.0	179000.0
