	Desc	Paliwo	Stan	Rok	Przebieg	Cena
1761	BMW SERIA 3 320d 190KM SportLine Full Led Navi Asystenty Biała Perła 2018	diesel	sprawny	2018.0	14100.0	121770.0
1762	BMW SERIA 5 520 2.0 Diesel tiptronic stan super skóra podgrzewane fotele gwaranc	diesel	bezwypadkowy	2007.0	197572.0	29900.0
1763	BMW X3 II (F25) 2.0D 150KM Gwarancja! Zamiana! Automat! ks. serwis	diesel	bezwypadkowy	2013.0	117000.0	79950.0
1764	BMW SERIA 1 118 Gwarancja-Org km-Jeden Właściciel-Jak Nowa-M Pakiet	diesel	bezwypadkowy	2009.0	176000.0	18700.0
1765	BMW X5 I (E53) Krajowy, 1wł serwisowany do końca bezwypadkowy pełne wyposażenie FV2	diesel	bezwypadkowy	2006.0	400000.0	36777.0
1766	BMW SERIA 5 520d 177KM*LIFTING*Automat*Navi*Bi Xenon*ALU*Tempomat*PDC*Z NIEMIEC	diesel	bezwypadkowy	2008.0	231000.0	36900.0
1767	BMW SERIA 5 520d Xdrive LUXURY Line 4x4 Faktura VAT 23%	diesel	bezwypadkowy	2014.0	73000.0	141327.0
1768	BMW X5 II (E70) 3,0 306KM 2013r. 146tys. km. Head Up, skóry, bi-xenon, automat	benzyna	sprawny	2013.0	146000.0	99900.0
1769	BMW SERIA 5 535 Automat / 535I 306 KM X-drive / Niski przebieg	benzyna	sprawny	2012.0	132000.0	83900.0
1770	BMW SERIA 5 530 Nowy model 3.0D 218KM Xenony automat sedan	diesel	bezwypadkowy	2003.0	358000.0	17500.0
1771	BMW SERIA 3 320 *M-PAKIET*SKÓRA*PARKTRONIKI*Tempomat*Klimatronik*Blokada Skrzyni	diesel	bezwypadkowy	2006.0	240000.0	21800.0
1772	BMW SERIA 1 116 2.0 SportLine oryginał w 100% gwarancja przebiegu	diesel	bezwypadkowy	2011.0	114000.0	47900.0
1773	BMW SERIA 3 328i xDrive, Sport Line, Gwarancja x 5, salon PL, fv VAT 23	benzyna	bezwypadkowy	2015.0	129000.0	92500.0
1774	BMW SERIA 5 IV (E39) 520i 2.2 170KM M-PAKIET* Alu * Xenon * Skóry * Szyberdach* Z NIEMIEC	benzyna	bezwypadkowy	2003.0	280000.0	30000.0
1775	BMW SERIA 5 3.0 BiTurbo 306KM 2010r. M-Pakiet, jasne skóry, PL Salon, FV23%	benzyna	sprawny	2010.0	145000.0	76900.0
1776	BMW SERIA 5 GT 3.0 D 245kM potwierdzony przebieg Full opcja PISEMNA GWARANCJA	diesel	sprawny	2011.0	224000.0	68500.0
1777	BMW SERIA 3 IV (E46) Sprowadzony z Niemiec ! ! !Serwis do końca ! !	benzyna	bezwypadkowy	2001.0	199250.0	9700.0
1778	BMW SERIA 3 318 Zarejestrowany - serwis - pierwszy właściciel - faktura VAT 23 %	diesel	bezwypadkowy	2013.0	187000.0	61377.0
1779	BMW SERIA 5 530 E61 3.0D 218KM Kombi Automat -Navi -FILM VIDEO -Zobacz -E60	diesel	sprawny	2005.0	177000.0	25500.0
1780	BMW SERIA 3 318i 2.0 Benzyna 129 KM, Mały przebieg, GWARANCJA!	benzyna	bezwypadkowy	2006.0	108298.0	23900.0
1781	BMW SERIA 5 X-DRIVE M-PAKIET ALU-R19 SERWISOWANY KRAJOWY	diesel	bezwypadkowy	2015.0	77000.0	107900.0
1782	BMW SERIA 3 143KM Alpin Weiss Bogate Wyposażenie 1właściciel Biała Perła Niemcy	diesel	bezwypadkowy	2009.0	264056.0	26900.0
1783	BMW SERIA 5 2.0 d 163KM Xenon Ring Navi Podgrz.Fotele 2xPDC Klimatronik Sensory	diesel	sprawny	2008.0	211000.0	29900.0
1784	BMW SERIA 3 143KM Alpin Weiss Bogate Wyposażenie 1właściciel Biała Perła Niemcy	diesel	bezwypadkowy	2009.0	264056.0	26900.0
1785	BMW SERIA 5 2.0 d 163KM Xenon Ring Navi Podgrz.Fotele 2xPDC Klimatronik Sensory	diesel	sprawny	2008.0	211000.0	29900.0
1786	BMW SERIA 3 318i 2,0 16v benzynka 100% oryginał lakier PDC climatronic JAK NOWA	benzyna	bezwypadkowy	2005.0	210695.0	21600.0
1787	BMW SERIA 3 VIN/Kupiony z aukcji salon/Przebieg gwar/M Pakiet/2 kpl. kół/z Niemi	diesel	bezwypadkowy	2008.0	200000.0	17900.0
1788	BMW X3 II (F25) xLine, sDrive 18d, Automat, NAVI, Salon PL, Gwarancja x 5, fv VAT 23	diesel	bezwypadkowy	2017.0	25000.0	125500.0
1789	BMW X3 II (F25) 4x4/71 tys km/Salon PL/I wł./Serwisowany w ASO/St.bardzo dobry	diesel	bezwypadkowy	2013.0	71000.0	81900.0
1791	BMW SERIA 3 GWARANCJA I-wł Kraj Bezwypadkowy X-drive 320 184KM 8-Bieg FV vat 23%	diesel	bezwypadkowy	2014.0	127000.0	97900.0
1792	BMW SERIA 4 I (F32) 420 Gran Coupe, 4x4, M pakiet, NAVI, salon PL, f-a VAT, 12 m-cy gwar	diesel	bezwypadkowy	2015.0	33700.0	118986.0
1800	BMW bmw	benzyna	sprawny	1975.0	88577.0	4000.0
1801	BMW BMW 218d Coupe	diesel	sprawny	2014.0	5.0	146500.0
1807	BMW	diesel	bezwypadkowy	2019.0	5.0	4000.0
1808	BMW bmw e3	benzyna	sprawny	1975.0	88577.0	210000.0
1809	BMW i3 I BMW i3	nap	bezwypadkowy	2018.0	1.0	4000.0
1810	BMW	benzyna	sprawny	1975.0	88577.0	117000.0
1811	BMW SERIA 3 318 BMW 318d Limuzyna	diesel	bezwypadkowy	2014.0	25000.0	138900.0
1812	BMW SERIA 2 BMW 218i Active Tourer	benzyna	bezwypadkowy	2014.0	15000.0	154900.0
1813	BMW SERIA 5 520 BMW 520d	diesel	bezwypadkowy	2012.0	60000.0	117000.0
1814	BMW SERIA 3 318 BMW 318d Limuzyna	diesel	bezwypadkowy	2014.0	25000.0	227165.0
1815	BMW M2	benzyna	bezwypadkowy	2018.0	1.0	339900.0
1816	BMW SERIA 7 BMW 730	diesel	sprawny	2006.0	195000.0	29800.0
1817	BMW X2	benzyna	bezwypadkowy	2018.0	5.0	209900.0
1818	BMW SERIA 3 BMW Seria 3 318d	diesel	sprawny	2017.0	22176.0	111315.0
1819	BMW SERIA 3 BMW, 318d aut	diesel	sprawny	2017.0	47503.0	109962.0
1823	BMW SERIA 5 520 BMW 520d xDive M pakiet	diesel	sprawny	2013.0	15000.0	229900.0
1825	BMW SERIA 3 320 BMW 320d xDrive Gran Turismo	diesel	sprawny	2014.0	5.0	231757.0
1826	BMW SERIA 5 520 BMW 520d xDrive Limuzyna DEMO	diesel	sprawny	2014.0	5.0	208200.0
1827	BMW Z3	benzyna	sprawny	2000.0	172000.0	38900.0
1828	BMW X1 I (E84) Salon Bmw	diesel	sprawny	2014.0	140784.0	55555.0
1829	BMW X1 I (E84) Bmw X1	diesel	sprawny	2009.0	160000.0	41900.0
1831	BMW SERIA 5 520 BMW 520d xDrive Head-Up	diesel	bezwypadkowy	2013.0	10000.0	226000.0
1832	BMW X6 I (E71) BMW X6 M50d F16 TK	diesel	sprawny	2014.0	5.0	531225.0
1833	BMW SERIA 1 120 BMW 220 i Coupe -NOWOŚĆ	benzyna	sprawny	2014.0	2.0	139000.0
1834	BMW X4 I [F26] BMW X4 xDrive30d M PAKIET	diesel	sprawny	2014.0	5.0	299900.0
1835	BMW X3 II (F25) BMW X3 xDrive20d TK	diesel	sprawny	2014.0	5.0	198731.0
1836	BMW X6 I (E71) BMW X6 xDrive30d TK	diesel	sprawny	2014.0	5.0	488190.0
1837	BMW SERIA 5 Seria 5 ( wszystkie ) BMW 520d xDrive	diesel	bezwypadkowy	2014.0	23000.0	189000.0
1839	BMW SERIA 5 520 BMW 520d xDrive 2013r	diesel	bezwypadkowy	2013.0	8900.0	199500.0
1840	BMW Coupe Lci	benzyna	bezwypadkowy	2017.0	1.0	239900.0
1841	BMW X2 xDrive20d	diesel	bezwypadkowy	2018.0	1.0	234900.0
1842	BMW X1 F48 xDrive18d	diesel	bezwypadkowy	2016.0	1.0	179900.0
1843	BMW Samochód demonstracyjny	benzyna	bezwypadkowy	2015.0	30000.0	225900.0
1844	BMW	benzyna	sprawny	1984.0	54480.0	7990.0
1846	BMW X6 I (E71) BMW X6 xDrive30d TK	diesel	sprawny	2014.0	5.0	435546.0
1847	BMW SERIA 1 118 BMW seria 1, 118i LCI	benzyna	bezwypadkowy	2015.0	10000.0	122000.0
1848	BMW SERIA 3 320 BMW 320GT xDrive Luxury Line TK	diesel	sprawny	2014.0	5.0	252000.0
1849	BMW X3 II (F25) BMW X3 20d Xdrive	diesel	bezwypadkowy	2014.0	15000.0	207900.0
1850	BMW X3 II (F25) BMW X3 20d xDrive LCI	diesel	sprawny	2014.0	14000.0	199900.0
1851	BMW M5	diesel	sprawny	2004.0	270000.0	18900.0
1852	BMW X1 F48 sDrive18d	diesel	bezwypadkowy	2017.0	1.0	165000.0
1853	BMW X1 F48 xDrive18d	diesel	bezwypadkowy	2016.0	1.0	177900.0
1854	BMW X1 F48 sDrive18i	benzyna	bezwypadkowy	2017.0	1.0	135000.0
1855	BMW X1 F48 xDrive20d	diesel	bezwypadkowy	2017.0	1.0	199900.0
1856	BMW X2 Samochód demonstracyjny	diesel	bezwypadkowy	2018.0	2000.0	229000.0
1857	BMW X1 F48 xDrive20d	diesel	bezwypadkowy	2016.0	1.0	192900.0
1858	BMW Gran Coupe	benzyna	bezwypadkowy	2017.0	1.0	245900.0
1859	BMW X1 F48 sDrive18d	diesel	bezwypadkowy	2017.0	1.0	165000.0
1862	BMW X5 III (F15) 30d * Salon PL * Dealer BMW Dobrzański	diesel	sprawny	2015.0	27000.0	285000.0
1880	BMW i8 I	technologia	bezwypadkowy	2018.0	5.0	736200.0
1884	BMW SERIA 1 116i	benzyna	bezwypadkowy	2014.0	105000.0	59900.0
1885	BMW X4 I [F26]	diesel	bezwypadkowy	2017.0	5.0	188900.0
1886	BMW SERIA 3	diesel	sprawny	2018.0	20493.0	121155.0
1888	BMW X4 I [F26] Wyprzedaż	diesel	bezwypadkowy	2017.0	1.0	219900.0
1889	BMW X1 F48 Samochód demonstracyjny	benzyna	bezwypadkowy	2017.0	4300.0	141900.0
1890	BMW X4 I [F26] Wyprzedaż	diesel	bezwypadkowy	2017.0	1.0	212900.0
1891	BMW SERIA 1 F20 2011	diesel	sprawny	2016.0	17600.0	119900.0
1892	BMW X4 I [F26] Wyprzedaż	benzyna	bezwypadkowy	2017.0	1.0	197500.0
1893	BMW X4 I [F26] Wyprzedaż	benzyna	bezwypadkowy	2017.0	1.0	209000.0
1894	BMW X5 III (F15) xDrive30d	diesel	bezwypadkowy	2017.0	1.0	347900.0
1895	BMW X5 III (F15) xDrive40d	diesel	bezwypadkowy	2017.0	1.0	377000.0
1896	BMW M5 V (F10)	benzyna	bezwypadkowy	2018.0	5.0	662700.0
1897	BMW SERIA 7 750i	benzyna	uszkodzony	2008.0	180848.0	28900.0
1899	BMW SERIA 5	benzyna	sprawny	2013.0	139000.0	97170.0
1900	BMW SERIA 5 530xi	benzyna	uszkodzony	2018.0	2000.0	86344.0
1902	BMW SERIA 5 540 xDrive40i	benzyna	bezwypadkowy	2017.0	1.0	399900.0
1903	BMW SERIA 5 520 Wyprzedaż	diesel	bezwypadkowy	2017.0	1.0	266900.0
1904	BMW X4 I [F26] Wyprzedaż	benzyna	bezwypadkowy	2017.0	1.0	201900.0
1905	BMW X1 F48 Samochód demonstracyjny	diesel	bezwypadkowy	2018.0	1000.0	189900.0
1906	BMW SERIA 5 520 xDrive30i	benzyna	bezwypadkowy	2017.0	1.0	261500.0
1907	BMW X4 I [F26] Wyprzedaż	benzyna	bezwypadkowy	2017.0	1.0	205900.0
1908	BMW X4 I [F26] Wyprzedaż	diesel	bezwypadkowy	2017.0	1.0	212900.0
1909	BMW X4 I [F26] Wyprzedaż	diesel	bezwypadkowy	2017.0	1.0	221900.0
1910	BMW X5 III (F15) xDrive25d	diesel	bezwypadkowy	2018.0	1.0	296000.0
1911	BMW X4 I [F26] Wyprzedaż	diesel	bezwypadkowy	2017.0	1.0	212900.0
1912	BMW X5 III (F15) xDrive30d	diesel	bezwypadkowy	2017.0	1.0	353900.0
1913	BMW X4 II Wyprzedaż modelowa	diesel	bezwypadkowy	2018.0	1.0	249900.0
1914	BMW SERIA 5 G30 (2017-)	diesel	bezwypadkowy	2017.0	5.0	245900.0
1915	BMW X5 III (F15) xDrive25d	diesel	bezwypadkowy	2018.0	1.0	339900.0
1916	BMW X6 I (E71) Wyprzedaż	diesel	bezwypadkowy	2017.0	1.0	335000.0
1917	BMW X4 I [F26] Wyprzedaż	benzyna	bezwypadkowy	2017.0	1.0	202900.0
1918	BMW SERIA 5 520 xDrive20d	diesel	bezwypadkowy	2017.0	1.0	247900.0
1919	BMW X5 III (F15) xDrive25d	diesel	bezwypadkowy	2017.0	1.0	286000.0
1920	BMW X4 I [F26] Wyprzedaż	diesel	bezwypadkowy	2017.0	1.0	199900.0
1921	BMW SERIA 5 520 xDrive20d	diesel	bezwypadkowy	2017.0	1.0	259900.0
1922	BMW X4 I [F26] Wyprzedaż	diesel	bezwypadkowy	2017.0	1.0	209900.0
1924	BMW SERIA 5 520 BMW F10 520i Niski przebieg Idealna	benzyna	sprawny	2013.0	72638.0	102090.0
1925	BMW SERIA 1 116i	benzyna	bezwypadkowy	2004.0	175000.0	19900.0
1927	BMW SERIA 3	diesel	sprawny	2006.0	245000.0	21500.0
1928	BMW SERIA 3 320d	diesel	sprawny	2005.0	330000.0	19900.0
1929	BMW SERIA 1	benzyna	sprawny	2006.0	192350.0	18900.0
1930	BMW X3 I (E83)	diesel	sprawny	2008.0	224000.0	32900.0
1931	BMW X3 I (E83)	diesel	sprawny	2004.0	185000.0	29900.0
1933	BMW SERIA 5	benzyna	bezwypadkowy	2012.0	150000.0	77990.0
1934	BMW SERIA 3 316	benzyna	bezwypadkowy	2009.0	149000.0	23900.0
1935	BMW SERIA 3	diesel	bezwypadkowy	2007.0	209000.0	25999.0
1936	BMW SERIA 5 525d	diesel	bezwypadkowy	2015.0	25000.0	199000.0
1937	BMW SERIA 3	diesel	bezwypadkowy	2007.0	209000.0	25999.0
1938	BMW SERIA 1 118d	diesel	sprawny	2010.0	124000.0	24000.0
1943	BMW SERIA 3 320 xDriev20d	diesel	bezwypadkowy	2016.0	1.0	185900.0
1944	BMW X4 II Wyprzedaż modelowa	diesel	bezwypadkowy	2018.0	1.0	249900.0
1945	BMW SERIA 5 520 xDrive20d	diesel	bezwypadkowy	2017.0	1.0	255000.0
1946	BMW X4 I [F26] Wyprzedaż	diesel	bezwypadkowy	2017.0	1.0	221900.0
1947	BMW X4 I [F26] xDrive20d	diesel	bezwypadkowy	2017.0	1.0	212900.0
1948	BMW X4 I [F26] Wyprzedaż	diesel	bezwypadkowy	2017.0	1.0	199900.0
1949	BMW X4 I [F26] Wyprzedaż	diesel	bezwypadkowy	2017.0	1.0	212900.0
1950	BMW X4 I [F26] Wyprzedaż	benzyna	bezwypadkowy	2017.0	1.0	206900.0
1951	BMW SERIA 3 III (E36) sprzedam bmw 318 klima compact	diesel	sprawny	1996.0	127000.0	2499.0
1952	BMW X1 I (E84) Salon Bmw-Pełna dokumentacja-xDrive-Lifting	diesel	sprawny	2014.0	125159.0	69000.0
1953	BMW SERIA 3 F30 2012	benzyna	bezwypadkowy	2019.0	5.0	109650.0
1954	BMW SERIA 3 F30 2012	benzyna	bezwypadkowy	2016.0	74425.0	89900.0
1955	BMW X1 F48 F48 2015	diesel	bezwypadkowy	2017.0	10580.0	129900.0
1961	BMW SERIA 3 320	diesel	sprawny	2007.0	241584.0	27000.0
1962	BMW X6 I (E71)	diesel	sprawny	2010.0	165139.0	84255.0
1964	BMW SERIA 3 IV (E46) BMW Seria 3 X-Drive	benzyna	sprawny	2006.0	193000.0	26900.0
1965	BMW SERIA 5 520 Piękna Bogato Wyposażona BMW 520 F10	diesel	bezwypadkowy	2011.0	140000.0	95500.0
1966	BMW X4 II Wyprzedaż modelowa	benzyna	bezwypadkowy	2018.0	1.0	205900.0
1967	BMW M4 Samochód demonstracyjny Wyprzedaż	benzyna	bezwypadkowy	2017.0	2000.0	399900.0
1968	BMW X5 III (F15) M50d	diesel	bezwypadkowy	2018.0	1.0	439900.0
1969	BMW X4 I [F26] Wyprzedaż	diesel	bezwypadkowy	2017.0	1.0	209900.0
1970	BMW X4 I [F26] Wyprzedaż	diesel	bezwypadkowy	2017.0	1.0	212900.0
1971	BMW X5 III (F15) xDrive25d	diesel	bezwypadkowy	2017.0	1.0	288000.0
1972	BMW X4 I [F26] Wyprzedaż	diesel	bezwypadkowy	2017.0	1.0	212900.0
1973	BMW X6 I (E71) xDrive30d	diesel	bezwypadkowy	2017.0	1.0	332900.0
1974	BMW X5 III (F15) xDrive25d	diesel	bezwypadkowy	2017.0	1.0	299900.0
1975	BMW X4 I [F26] Wyprzedaż	diesel	bezwypadkowy	2017.0	1.0	212900.0
1976	BMW X5 III (F15) xDrive25d	diesel	bezwypadkowy	2017.0	1.0	296000.0
1977	BMW SERIA 3 320 Wyprzedaż	diesel	bezwypadkowy	2016.0	700.0	179900.0
1978	BMW X5 III (F15) Wyprzedaż	technologia	bezwypadkowy	2016.0	29000.0	294900.0
1979	BMW X1 I (E84)	diesel	bezwypadkowy	2011.0	142000.0	45900.0
1980	BMW SERIA 5 520d	diesel	sprawny	2015.0	107000.0	116850.0
1981	BMW SERIA 1 1,6	benzyna	bezwypadkowy	2005.0	212000.0	16999.0
1982	BMW SERIA 3	diesel	sprawny	2013.0	92000.0	52900.0
1983	BMW X6 I (E71)	diesel	sprawny	2008.0	239000.0	86000.0
1984	BMW X5 I (E53)	diesel	sprawny	2004.0	351000.0	35670.0
1985	BMW SERIA 5 xDrive	diesel	bezwypadkowy	2013.0	91087.0	86900.0
1986	BMW SERIA 3 E92	diesel	sprawny	2009.0	96000.0	49800.0
1987	BMW SERIA 5	diesel	bezwypadkowy	2008.0	285380.0	30000.0
1988	BMW SERIA 3	diesel	sprawny	2009.0	163000.0	31900.0
1989	BMW SERIA 3	diesel	sprawny	2005.0	307200.0	22900.0
1990	BMW SERIA 1 118i	benzyna	sprawny	2006.0	220000.0	19900.0
1992	BMW SERIA 5 523i	benzyna	bezwypadkowy	2005.0	216000.0	29900.0
1993	BMW SERIA 3 318i	benzyna	sprawny	2007.0	185600.0	18700.0
1994	BMW SERIA 3 320d	diesel	sprawny	2008.0	151000.0	39900.0
1995	BMW SERIA 3	diesel	sprawny	2013.0	179000.0	59500.0
1996	BMW SERIA 3 *Klimatyzacja*	benzyna	sprawny	2005.0	211356.0	25900.0
1997	BMW SERIA 3	benzyna	bezwypadkowy	2007.0	138000.0	23900.0
1998	BMW SERIA 5 530xd	diesel	sprawny	2007.0	135000.0	42900.0
1999	BMW SERIA 1 116d	diesel	sprawny	2012.0	85000.0	43900.0
2000	BMW SERIA 1	benzyna	sprawny	2005.0	183000.0	17999.0
2001	BMW X1 I (E84)	benzyna	bezwypadkowy	2010.0	223389.0	45500.0
2002	BMW X3 II (F25)	diesel	sprawny	2013.0	93000.0	89000.0
2003	BMW X1 I (E84)	diesel	bezwypadkowy	2009.0	139438.0	43900.0
2004	BMW SERIA 5	diesel	bezwypadkowy	2011.0	20400.0	79900.0
2006	BMW SERIA 5 520d	diesel	bezwypadkowy	2011.0	129500.0	104000.0
2007	BMW SERIA 5	diesel	bezwypadkowy	2006.0	255000.0	26900.0
2008	BMW SERIA 1 116i	benzyna	bezwypadkowy	2009.0	144000.0	26900.0
2009	BMW SERIA 5	diesel	sprawny	2006.0	263500.0	23900.0
2010	BMW SERIA 3	diesel	sprawny	2009.0	200000.0	31900.0
2011	BMW SERIA 3 320i	benzyna	bezwypadkowy	2005.0	203000.0	26900.0
2012	BMW SERIA 3	diesel	sprawny	2007.0	300000.0	19900.0
2013	BMW SERIA 3 320i	benzyna	bezwypadkowy	2006.0	132000.0	21900.0
2014	BMW SERIA 1	diesel	sprawny	2005.0	187452.0	21900.0
2017	BMW RT	benzyna	bezwypadkowy	2000.0	73900.0	9900.0
2018	BMW SERIA 3 F30 2012	benzyna	bezwypadkowy	2019.0	5.0	140200.0
2019	BMW X1 F48 F48 2015	benzyna	bezwypadkowy	2018.0	5.0	130900.0
2020	BMW X1 F48 F48 2015	diesel	bezwypadkowy	2018.0	10000.0	179900.0
2021	BMW X1 F48 F48 2015	diesel	bezwypadkowy	2018.0	5.0	203200.0
2022	BMW SERIA 4 I (F32)	benzyna	bezwypadkowy	2018.0	5.0	244900.0
2023	BMW SERIA 1 F20 2011	benzyna	bezwypadkowy	2017.0	10.0	108900.0
2024	BMW SERIA 3 F30 2012	benzyna	bezwypadkowy	2019.0	5.0	126150.0
2025	BMW SERIA 1 F20 2011	benzyna	bezwypadkowy	2017.0	22811.0	94900.0
2026	BMW X1 F48 F48 2015	diesel	bezwypadkowy	2018.0	5.0	176900.0
2027	BMW SERIA 1 F20 2011	benzyna	bezwypadkowy	2017.0	34516.0	89900.0
2028	BMW SERIA 4 I (F32)	benzyna	bezwypadkowy	2018.0	5.0	219900.0
2029	BMW X1 F48 F48 2015	benzyna	bezwypadkowy	2018.0	5.0	184900.0
2030	BMW SERIA 5 G30 (2017-)	diesel	bezwypadkowy	2017.0	5.0	269900.0
2031	BMW SERIA 1 114i	benzyna	sprawny	2014.0	62600.0	40900.0
2032	BMW X3 I (E83)	diesel	sprawny	2005.0	275000.0	29600.0
2033	BMW SERIA 7	diesel	sprawny	2005.0	304000.0	30000.0
2034	BMW SERIA 3	diesel	sprawny	2008.0	275300.0	25900.0
2035	BMW SERIA 3 318d	diesel	bezwypadkowy	2011.0	247000.0	29000.0
2036	BMW SERIA 5	diesel	bezwypadkowy	2012.0	122908.0	85700.0
2038	BMW SERIA 7 730d	diesel	bezwypadkowy	2014.0	40700.0	185000.0
2039	BMW SERIA 1 116I	benzyna	sprawny	2004.0	128400.0	13900.0
2040	BMW SERIA 1 118	diesel	sprawny	2009.0	111200.0	26900.0
2048	BMW RT BMW R1200RT - Gwarancja - Motonita	benzyna	bezwypadkowy	2016.0	16000.0	62900.0
2049	BMW SERIA 1 114i	benzyna	sprawny	2014.0	62600.0	40900.0
2050	BMW X3 I (E83)	diesel	sprawny	2005.0	275000.0	29600.0
2051	BMW SERIA 7	diesel	sprawny	2005.0	304000.0	30000.0
2052	BMW SERIA 3	diesel	sprawny	2008.0	275300.0	25900.0
2053	BMW SERIA 3 318d	diesel	bezwypadkowy	2011.0	247000.0	29000.0
2054	BMW SERIA 5	diesel	bezwypadkowy	2012.0	122908.0	85700.0
2056	BMW SERIA 7 730d	diesel	bezwypadkowy	2014.0	40700.0	185000.0
2061	BMW BMW E61 530d 3.0, 235KM, Navi, Automat, Gwarancja!!	diesel	sprawny	2008.0	238560.0	43000.0
2062	BMW SERIA 5 G30 (2017-)	diesel	bezwypadkowy	2019.0	5.0	190700.0
2063	BMW SERIA 5 G30 (2017-)	diesel	bezwypadkowy	2019.0	5.0	180400.0
2064	BMW SERIA 3 F30 2012	diesel	bezwypadkowy	2019.0	5.0	134150.0
2065	BMW SERIA 3 F30 2012	diesel	bezwypadkowy	2019.0	5.0	139200.0
2066	BMW X1 F48 F48 2015	benzyna	bezwypadkowy	2017.0	5.0	121900.0
2067	BMW SERIA 5 G30 (2017-)	diesel	bezwypadkowy	2017.0	5.0	199900.0
2068	BMW SERIA 1 116d aut	diesel	bezwypadkowy	2016.0	2370.0	85000.0
2069	BMW SERIA 5 G30 (2017-)	diesel	bezwypadkowy	2017.0	5.0	214500.0
2070	BMW SERIA 1 116i	benzyna	bezwypadkowy	2007.0	134000.0	19700.0
2072	BMW X3 I (E83)	diesel	bezwypadkowy	2007.0	227000.0	29900.0
2073	BMW SERIA 5 523i	benzyna	sprawny	2005.0	227000.0	27900.0
2074	BMW SERIA 3	diesel	bezwypadkowy	2012.0	163000.0	33900.0
2075	BMW SERIA 5 520i	benzyna	bezwypadkowy	2005.0	194000.0	24900.0
2076	BMW X3 I (E83)	diesel	bezwypadkowy	2010.0	199000.0	46900.0
2077	BMW SERIA 3	benzyna	bezwypadkowy	2006.0	211000.0	20900.0
2078	BMW SERIA 1	diesel	sprawny	2004.0	270000.0	16999.0
2079	BMW SERIA 5 520d	diesel	bezwypadkowy	2012.0	307000.0	65900.0
2082	BMW SERIA 3 320	benzyna	sprawny	2014.0	67881.0	65900.0
2083	BMW SERIA 1 116i	benzyna	bezwypadkowy	2008.0	100600.0	23900.0
2084	BMW SERIA 2 225XE	technologia	sprawny	2016.0	8300.0	112500.0
2087	BMW SERIA 5 G30 (2017-)	diesel	bezwypadkowy	2018.0	5.0	318900.0
2088	BMW SERIA 6 G32 2017	benzyna	bezwypadkowy	2018.0	15901.0	234900.0
2089	BMW SERIA 5 G30 (2017-)	diesel	bezwypadkowy	2017.0	18990.0	249900.0
2090	BMW SERIA 5 G30 (2017-)	benzyna	bezwypadkowy	2017.0	5.0	303900.0
2091	BMW SERIA 5 Bmw 525 X DRIVE Jak nowa	diesel	bezwypadkowy	2015.0	220000.0	87999.0
2092	BMW SERIA 5 IV (E39) BMW 520i Czarna Klimatronic OPŁACONY !!!	benzyna	sprawny	1998.0	230000.0	7999.0
2093	BMW SERIA 3 F30 2012	diesel	bezwypadkowy	2019.0	5.0	125650.0
2094	BMW SERIA 3 F30 2012	diesel	bezwypadkowy	2019.0	5.0	147850.0
2095	BMW SERIA 4 I (F32)	benzyna	bezwypadkowy	2019.0	5.0	293000.0
2096	BMW X1 F48 F48 2015	diesel	bezwypadkowy	2018.0	5.0	193000.0
2097	BMW SERIA 4 I (F32)	benzyna	bezwypadkowy	2018.0	5.0	219900.0
2098	BMW X1 F48 F48 2015	diesel	bezwypadkowy	2018.0	5.0	203800.0
2099	BMW X1 F48 F48 2015	diesel	bezwypadkowy	2018.0	5.0	165950.0
2100	BMW SERIA 5 G30 (2017-)	diesel	bezwypadkowy	2017.0	5.0	249900.0
2101	BMW X1 I (E84) xDrive20d	diesel	sprawny	2013.0	49950.0	93900.0
2102	BMW SERIA 5 G30 (2017-)	benzyna	bezwypadkowy	2018.0	5.0	288900.0
2104	BMW SERIA 3 320i	benzyna	bezwypadkowy	2007.0	181000.0	27900.0
2105	BMW SERIA 5 530	diesel	sprawny	2007.0	280000.0	32900.0
2106	BMW X3 I (E83)	diesel	bezwypadkowy	2006.0	223012.0	29900.0
2107	BMW SERIA 3 320d	diesel	bezwypadkowy	2007.0	250000.0	19900.0
2108	BMW SERIA 7	diesel	bezwypadkowy	2017.0	28000.0	430000.0
2109	BMW SERIA 5 528i	benzyna	bezwypadkowy	2010.0	124000.0	89900.0
2110	BMW SERIA 5	diesel	bezwypadkowy	2008.0	249582.0	34900.0
2111	BMW SERIA 3 320d	diesel	sprawny	2007.0	198000.0	24900.0
2112	BMW SERIA 3 318i	benzyna	sprawny	2009.0	140000.0	27000.0
2116	BMW RT BMW R1150RT 2002 - Motonita	benzyna	bezwypadkowy	2002.0	90540.0	15500.0
2119	BMW SERIA 3 2.0	diesel	bezwypadkowy	2007.0	258000.0	24900.0
2120	BMW SERIA 5	benzyna	sprawny	2008.0	239000.0	33500.0
2121	BMW SERIA 3 320d	diesel	bezwypadkowy	2013.0	186000.0	56900.0
2122	BMW SERIA 5 Xdive	benzyna	bezwypadkowy	2014.0	33000.0	119000.0
2123	BMW SERIA 5 520d	diesel	bezwypadkowy	2011.0	182000.0	54900.0
2124	BMW SERIA 5	diesel	sprawny	2004.0	280000.0	18999.0
2125	BMW SERIA 5 530d	diesel	bezwypadkowy	2004.0	230000.0	23900.0
2126	BMW SERIA 6	diesel	bezwypadkowy	2013.0	130000.0	225900.0
